23,19,10,a
23,19,11,a
24,19,11,a
24,19,10,a
24,18,10,a
24,18,10,a
24,18,10,a
24,18,10,a
24,18,10,a
23,18,11,a
23,18,9,a
23,18,10,a
23,18,10,a
23,18,10,a
23,18,10,a
23,18,9,a
24,18,9,a
23,18,9,a
23,17,8,a
23,17,8,a
23,18,9,a
23,18,9,a
23,17,8,a
23,18,8,a
23,18,8,a
23,17,8,a
23,17,8,a
23,17,9,a
24,17,9,a
24,18,8,a
24,18,8,a
24,18,9,a
23,17,9,a
24,17,9,a
23,17,9,a
23,17,9,a
24,17,9,a
23,17,9,a
23,17,9,a
24,17,8,a
24,17,8,a
24,17,8,a
24,17,9,a
24,17,9,a
24,18,8,a
24,18,9,a
24,18,9,a
24,19,9,a
24,18,9,a
24,18,8,a
24,18,9,a
24,18,8,a
24,17,8,a
24,17,9,a
24,17,9,a
24,18,8,a
24,18,8,a
24,18,8,a
24,18,8,a
24,18,9,a
24,18,9,a
24,18,9,a
24,18,8,a
24,18,9,a
24,18,9,a
24,18,9,a
24,18,8,a
24,18,8,a
24,18,8,a
23,18,9,a
23,18,9,a
23,18,8,a
24,18,9,a
24,18,9,a
23,18,9,a
24,18,9,a
24,18,9,a
24,18,9,a
24,18,9,a
23,18,8,a
24,19,9,a
24,19,9,a
24,19,8,a
24,19,8,a
24,18,9,a
23,18,8,a
24,19,8,a
24,19,10,a
24,19,9,a
24,19,9,a
24,19,9,a
24,18,10,a
24,18,9,a
24,18,8,a
24,18,8,a
23,18,9,a
23,19,9,a
23,19,8,a
23,19,8,a
23,19,8,a
23,19,8,a
23,19,9,a
23,19,9,a
23,19,10,a
23,19,10,a
24,19,9,a
23,19,9,a
23,19,10,a
23,19,10,a
24,19,10,a
24,19,8,a
23,18,8,a
24,18,9,a
23,19,9,a
23,19,9,a
23,18,10,a
23,19,10,a
23,19,9,a
23,19,9,a
23,19,10,a
23,19,9,a
23,19,9,a
23,19,10,a
23,19,10,a
23,19,9,a
24,18,10,a
24,19,10,a
23,19,10,a
23,19,9,a
24,18,9,a
24,18,9,a
24,19,10,a
22,19,10,a
22,19,10,a
24,18,9,a
24,19,8,a
24,19,10,a
23,19,10,a
23,19,10,a
23,19,10,a
23,19,10,a
23,19,10,a
23,19,11,a
23,19,11,a
24,18,10,a
23,18,9,a
23,18,9,a
23,18,10,a
23,20,10,a
23,19,10,a
23,19,9,a
23,19,11,a
24,18,9,a
24,18,9,a
24,19,9,a
24,19,9,a
24,19,10,a
24,19,10,a
23,19,0,a
23,19,9,a
23,18,10,a
24,19,10,a
24,19,10,a
24,19,9,a
24,19,10,a
24,19,8,a
23,19,9,a
24,19,10,a
24,18,10,a
24,19,10,a
23,19,10,a
24,18,10,a
24,18,9,a
23,18,9,a
23,18,9,a
23,18,9,a
24,18,9,a
23,18,10,a
23,18,10,a
23,18,9,a
23,18,10,a
23,18,10,a
23,18,11,a
23,18,10,a
23,18,10,a
23,18,9,a
22,18,10,a
22,18,10,a
22,18,9,a
22,18,9,a
22,18,9,a
22,19,9,a
22,18,10,a
22,18,9,a
22,18,9,a
22,18,9,a
22,18,9,a
22,18,9,a
22,18,9,a
22,18,9,a
22,18,9,a
23,18,10,a
23,18,10,a
22,18,9,a
21,18,8,a
22,18,9,a
22,18,9,a
22,18,10,a
22,18,10,a
22,19,10,a
22,19,9,a
22,18,9,a
22,18,9,a
22,19,8,a
22,19,8,a
22,18,9,a
21,18,9,a
22,18,7,a
22,18,7,a
22,19,9,a
22,18,8,a
21,18,8,a
21,19,8,a
22,19,8,a
22,18,8,a
21,18,8,a
22,18,8,a
22,18,8,a
22,18,8,a
22,18,8,a
22,18,8,a
22,18,8,a
22,18,8,a
22,18,8,a
21,18,9,a
22,18,8,a
21,18,8,a
22,18,8,a
22,18,7,a
22,18,8,a
21,18,8,a
21,18,8,a
21,18,8,a
21,18,8,a
21,18,8,a
21,18,8,a
21,18,8,a
21,18,8,a
21,18,8,a
20,18,8,a
20,18,7,a|

21,17,6,h
24,17,20,h
27,14,21,h
27,14,21,h
27,14,20,h
26,14,22,h
27,14,22,h
27,15,22,h
26,16,24,h
27,16,23,h
27,16,22,h
27,16,22,h
28,16,23,h
28,16,23,h
27,16,22,h
26,16,22,h
28,16,24,h
27,16,23,h
27,17,22,h
27,16,22,h
27,16,20,h
27,16,22,h
27,16,22,h
27,16,21,h
27,15,21,h
26,15,21,h
26,15,21,h
26,15,21,h
26,15,21,h
26,16,20,h
27,16,20,h
27,16,19,h
27,15,21,h
27,15,21,h
27,16,19,h
26,16,20,h
26,16,19,h
25,15,20,h
26,15,20,h
25,16,20,h
25,16,21,h
25,16,21,h
25,16,21,h
25,14,20,h
25,14,20,h
25,15,21,h
25,14,19,h
25,14,19,h
25,15,21,h
25,15,20,h
25,13,20,h
25,13,20,h
25,14,19,h
25,14,19,h
24,14,20,h
24,14,20,h
24,13,19,h
25,14,20,h
25,14,20,h
25,13,20,h
25,13,20,h
25,13,20,h
25,14,20,h
24,14,20,h
25,14,19,h
25,14,19,h
25,14,19,h
25,14,19,h
25,14,20,h
25,14,20,h
24,14,19,h
24,14,19,h
25,14,19,h
25,14,19,h
26,13,19,h
25,13,20,h
25,14,20,h
24,14,19,h
24,14,19,h
24,14,19,h
25,14,19,h
25,14,19,h
25,14,19,h
25,14,20,h
25,14,20,h
25,14,19,h
25,14,19,h
25,13,19,h
24,13,19,h
25,14,20,h
25,13,20,h
25,13,20,h
25,14,19,h
25,14,20,h
25,13,20,h
25,14,20,h
25,14,20,h
25,14,20,h
25,13,20,h
25,13,21,h
25,13,21,h
25,13,20,h
24,13,21,h
26,13,20,h
26,13,20,h
25,13,20,h
25,13,20,h
25,13,19,h
25,13,19,h
25,13,20,h
25,13,20,h
25,13,20,h
25,13,20,h
25,13,19,h
25,13,19,h
24,13,20,h
25,13,20,h
26,15,20,h
26,13,20,h
26,13,20,h
24,13,20,h
24,13,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,19,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,10,20,h
24,11,21,h
24,11,20,h
24,11,20,h
24,11,21,h
24,11,20,h
24,11,20,h
24,11,20,h
23,11,21,h
23,11,21,h
24,11,20,h
24,11,20,h
24,10,21,h
24,10,21,h
23,10,20,h
24,11,21,h
24,11,21,h
25,10,21,h
24,10,21,h
24,11,20,h
24,11,20,h
24,11,20,h
24,11,21,h
24,12,21,h
25,12,21,h
24,11,22,h
24,11,21,h
24,13,21,h
24,12,21,h
24,12,21,h
25,12,21,h
25,12,21,h
25,12,21,h
24,12,21,h
24,12,22,h
25,12,21,h
25,12,21,h
24,13,21,h
24,13,21,h
24,13,21,h
24,13,22,h
24,12,21,h
25,14,22,h
24,13,22,h
24,13,22,h
24,13,22,h
25,12,22,h
25,12,22,h
25,13,21,h
25,13,21,h
25,13,21,h
25,13,21,h
25,12,21,h
24,12,21,h
24,12,21,h
24,12,20,h
24,14,21,h
24,12,21,h
24,13,21,h
24,13,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,19,h
24,12,19,h
24,12,20,h
24,13,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,21,h
24,12,20,h
25,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,11,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,12,20,h
24,13,20,h
24,12,20,h
24,12,19,h
24,11,20,h
24,11,21,h
24,11,20,h
24,11,19,h
24,12,20,h
24,12,20,h
24,12,19,h
24,12,19,h
24,11,20,h
24,11,20,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,11,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,20,h
24,11,20,h
24,11,20,h
24,12,20,h
24,13,19,h
24,12,19,h
24,12,19,h
24,13,19,h
24,11,19,h
24,11,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,11,19,h
24,11,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,12,19,h
24,11,19,h
24,11,19,h
23,11,19,h
23,11,19,h
24,11,19,h
24,11,19,h
24,11,19,h
24,12,19,h
24,13,18,h
24,12,19,h
24,12,19,h
24,12,18,h
-9,-20,11,h
-9,1,11,h
-6,4,-15,h
-6,-1,-12,h
-9,3,-7,h
1,1,-7,h
-1,12,-7,h
-1,34,-14,h
1,0,0,h
-4,6,-6,h|

0,-7,15,g
0,-5,17,g
20,-5,17,g
18,-5,18,g
17,-5,17,g
17,-4,17,g
18,-3,17,g
17,-3,18,g
17,-6,17,g
17,-4,18,g
17,-5,19,g
17,-2,19,g
17,-3,18,g
17,-3,19,g
17,-5,18,g
17,-6,18,g
16,-7,18,g
17,-7,17,g
17,-6,18,g
16,-4,18,g
17,-5,18,g
18,-5,18,g
18,-5,18,g
17,-5,18,g
16,-5,17,g
15,-7,17,g
15,-7,18,g
18,-6,18,g
16,-6,18,g
16,-7,16,g
17,-6,17,g
17,-6,17,g
18,-6,18,g
18,-4,17,g
19,-4,17,g
18,-3,18,g
18,-3,18,g
18,-6,18,g
18,-4,18,g
17,-4,18,g
17,-5,18,g
18,-6,18,g
19,-4,19,g
19,-4,18,g
19,-4,19,g
19,-5,19,g
19,-3,17,g
17,-3,17,g
18,-3,19,g
18,-3,18,g
18,-5,18,g
19,-5,18,g
19,-3,18,g
18,-3,18,g
18,-3,17,g
18,-4,18,g
16,-4,17,g
16,-5,17,g
16,-7,16,g
17,-7,16,g
14,-7,16,g
14,-7,17,g
16,-9,17,g
16,-11,17,g
15,-11,17,g
16,-12,16,g
16,-12,16,g
17,-10,17,g
17,-10,17,g
19,-10,17,g
19,-8,17,g
18,-8,18,g
17,-8,18,g
17,-9,17,g
17,-9,17,g
17,-9,16,g
16,-9,16,g
16,-9,17,g
15,-10,17,g
16,-10,17,g
16,-10,17,g
16,-11,18,g
16,-11,17,g
16,-11,17,g
16,-11,17,g
16,-12,17,g
16,-11,16,g
16,-9,17,g
16,-5,15,g
15,-3,15,g
16,-6,15,g
16,-8,15,g
16,-8,16,g
16,-12,16,g
16,-12,15,g
16,-10,16,g
18,-9,16,g
18,-9,16,g
16,-11,16,g
17,-11,16,g
15,-11,16,g
15,-11,16,g
16,-10,16,g
16,-12,16,g
15,-10,16,g
16,-11,16,g
16,-12,15,g
16,-12,16,g
16,-14,16,g
16,-12,15,g
16,-12,15,g
15,-12,15,g
16,-12,17,g
16,-12,15,g
16,-9,15,g
16,-9,17,g
16,-10,15,g
15,-10,16,g
17,-11,16,g
17,-11,16,g
17,-12,16,g
18,-11,16,g
18,-10,17,g
17,-11,16,g
17,-11,16,g
17,-11,16,g
16,-11,16,g
16,-12,15,g
16,-12,16,g
16,-10,16,g
16,-10,15,g
16,-10,16,g
17,-10,16,g
17,-9,16,g
16,-10,15,g
16,-11,16,g
18,-11,15,g
18,-11,16,g
18,-11,15,g
17,-11,15,g
17,-11,16,g
17,-11,16,g
16,-11,16,g
16,-11,16,g
18,-10,16,g
19,-10,15,g
19,-10,16,g
19,-10,16,g
14,-11,15,g
16,-10,15,g
16,-12,15,g
17,-11,15,g
16,-11,15,g
16,-11,17,g
16,-11,16,g
18,-11,14,g
16,-11,15,g
16,-11,15,g
14,-10,14,g
14,-11,16,g
17,-11,16,g
14,-10,16,g
12,-11,16,g
12,-9,15,g
16,-9,16,g
14,-11,16,g
14,-11,16,g
12,-9,15,g
14,-9,15,g
14,-9,16,g
10,-9,15,g
14,-9,16,g
14,-9,16,g
15,-9,15,g
13,-8,15,g
13,-9,15,g
14,-9,15,g
14,-10,16,g
12,-9,16,g
12,-7,16,g
12,-7,16,g
10,-7,17,g
10,-9,17,g
11,-9,17,g
7,-9,16,g
9,-8,17,g
10,-8,17,g
10,-8,16,g
8,-8,16,g
8,-9,17,g
9,-8,16,g
9,-9,18,g
7,-8,18,g
7,-7,18,g
8,-8,18,g
9,-7,16,g
9,-7,16,g
7,-9,16,g
7,-9,17,g
7,-8,16,g
7,-8,16,g
8,-7,16,g
11,-9,16,g
16,-11,14,g
-15,-24,5,g
-22,-24,3,g
-8,-9,4,g
-17,-8,1,g
-12,-8,14,g
-16,2,14,g
-16,2,-14,g
-16,-1,-11,g
-18,-4,-17,g
-21,6,-17,g
-21,-3,-20,g|

-20,-20,5,f
-16,-22,5,f
-16,-22,6,f
-15,-22,4,f
-15,-22,4,f
-16,-22,4,f
-15,-22,4,f
-15,-22,5,f
-15,-21,4,f
-15,-21,5,f
-15,-21,5,f
-15,-21,5,f
-13,-21,5,f
-14,-22,5,f
-13,-21,6,f
-12,-21,6,f
-12,-21,5,f
-12,-21,5,f
-14,-21,5,f
-13,-21,5,f
-13,-22,4,f
-13,-21,5,f
-13,-21,5,f
-12,-21,5,f
-14,-21,5,f
-13,-21,5,f
-13,-22,5,f
-13,-22,3,f
-13,-22,3,f
-13,-22,4,f
-13,-22,4,f
-12,-21,4,f
-12,-22,4,f
-12,-22,4,f
-12,-21,4,f
-13,-21,4,f
-12,-21,4,f
-13,-21,4,f
-13,-21,4,f
-12,-22,4,f
-13,-22,4,f
-13,-21,4,f
-14,-22,5,f
-14,-22,5,f
-13,-22,5,f
-14,-22,4,f
-13,-21,3,f
-13,-22,4,f
-14,-22,4,f
-14,-21,3,f
-14,-23,3,f
-14,-21,5,f
-14,-21,5,f
-14,-22,4,f
-14,-23,4,f
-13,-21,5,f
-13,-22,5,f
-14,-22,5,f
-14,-22,5,f
-14,-22,4,f
-14,-22,4,f
-14,-22,4,f
-14,-23,4,f
-14,-23,4,f
-13,-22,3,f
-13,-22,5,f
-14,-21,4,f
-14,-21,4,f
-11,-22,4,f
-11,-23,4,f
-13,-21,5,f
-14,-22,5,f
-14,-22,5,f
-12,-24,4,f
-14,-23,4,f
-14,-22,4,f
-14,-22,4,f
-13,-22,5,f
-13,-23,4,f
-14,-24,4,f
-14,-22,4,f
-14,-24,4,f
-14,-22,4,f
-13,-22,4,f
-12,-22,4,f
-12,-22,4,f
-13,-22,5,f
-13,-24,3,f
-14,-22,4,f
-13,-22,4,f
-13,-24,5,f
-14,-24,5,f
-14,-22,4,f
-13,-22,4,f
-13,-22,5,f
-13,-22,4,f
-14,-22,4,f
-14,-22,4,f
-14,-22,4,f
-14,-22,4,f
-13,-22,4,f
-14,-22,4,f
-14,-22,4,f
-13,-23,4,f
-14,-23,5,f
-14,-22,4,f
-14,-22,4,f
-14,-22,4,f
-14,-22,5,f
-14,-22,4,f
-15,-22,4,f
-15,-22,4,f
-14,-22,4,f
-14,-22,4,f
-15,-22,4,f
-15,-22,4,f
-14,-22,4,f
-15,-22,4,f
-15,-22,4,f
-15,-23,4,f
-14,-22,4,f
-14,-22,4,f
-14,-22,4,f
-14,-22,4,f
-14,-23,4,f
-15,-23,4,f
-15,-23,4,f
-15,-24,4,f
-14,-24,4,f
-14,-23,4,f
-14,-23,4,f
-14,-24,4,f
-14,-24,3,f
-14,-24,3,f
-14,-23,3,f
-14,-24,4,f
-15,-23,4,f
-14,-23,4,f
-14,-23,4,f
-14,-25,4,f
-15,-24,3,f
-15,-24,3,f
-15,-24,3,f
-14,-23,4,f
-14,-26,4,f
-14,-26,4,f
-14,-25,3,f
-14,-25,4,f
-14,-25,4,f
-14,-23,3,f
-14,-25,3,f
-15,-25,3,f
-15,-25,3,f
-15,-26,4,f
-14,-26,3,f
-14,-25,3,f
-14,-24,3,f
-14,-25,3,f
-13,-25,3,f
-14,-25,3,f
-14,-26,3,f
-14,-26,3,f
-13,-25,3,f
-14,-25,3,f
-14,-25,3,f
-15,-26,3,f
-14,-26,3,f
-14,-26,3,f
-14,-26,3,f
-14,-26,3,f
-14,-26,3,f
-14,-26,3,f
-13,-26,3,f
-14,-26,4,f
-14,-25,3,f
-14,-25,3,f
-13,-23,4,f|

-16,-21,2,e
-17,-19,0,e
-18,-18,-2,e
-18,-18,-2,e
-18,-18,-1,e
-18,-18,-1,e
-18,-19,-2,e
-18,-18,-2,e
-17,-18,-2,e
-17,-18,-2,e
-17,-18,-2,e
-18,-17,-2,e
-18,-17,-2,e
-18,-18,-2,e
-18,-17,-2,e
-18,-18,-2,e
-19,-18,-2,e
-19,-18,-2,e
-18,-18,-2,e
-19,-18,-2,e
-19,-17,-2,e
-19,-17,-2,e
-19,-18,-2,e
-19,-17,-2,e
-19,-17,-2,e
-20,-17,-2,e
-18,-17,-1,e
-18,-18,-1,e
-20,-18,-2,e
-19,-17,-2,e
-19,-17,-2,e
-19,-17,-2,e
-20,-18,-1,e
-19,-18,-1,e
-19,-18,0,e
-17,-18,0,e
-18,-18,0,e
-18,-17,0,e
-18,-17,0,e
-18,-18,-1,e
-18,-17,-1,e
-18,-17,-1,e
-18,-17,-1,e
-19,-17,-1,e
-19,-18,-1,e
-19,-18,-2,e
-19,-18,-1,e
-18,-18,-1,e
-18,-18,-1,e
-20,-18,0,e
-20,-18,0,e
-20,-19,0,e
-19,-19,0,e
-20,-18,1,e
-19,-19,1,e
-19,-18,0,e
-18,-18,0,e
-19,-18,1,e
-19,-18,1,e
-19,-17,1,e
-19,-17,1,e
-20,-17,1,e
-20,-18,0,e
-18,-18,0,e
-19,-17,0,e
-19,-17,0,e
-19,-17,0,e
-19,-18,0,e
-19,-18,0,e
-20,-18,0,e
-20,-17,0,e
-21,-18,0,e
-21,-18,0,e
-21,-18,0,e
-21,-18,0,e
-21,-18,0,e
-21,-19,0,e
-20,-19,0,e
-20,-18,0,e
-21,-18,0,e
-21,-18,-1,e
-19,-17,0,e
-19,-17,0,e
-21,-17,0,e
-20,-18,0,e
-20,-18,0,e
-19,-17,0,e
-19,-17,-1,e
-21,-16,-1,e
-19,-18,0,e
-19,-18,0,e
-19,-16,0,e
-20,-16,0,e
-20,-17,0,e
-20,-16,0,e
-19,-17,0,e
-19,-17,0,e
-19,-17,0,e
-19,-17,0,e
-20,-18,0,e
-19,-17,0,e
-19,-17,0,e
-19,-17,0,e
-20,-18,0,e
-19,-18,0,e
-19,-20,0,e
-20,-17,0,e
-20,-17,0,e
-20,-16,0,e
-20,-16,0,e
-19,-16,-1,e
-19,-16,-1,e
-19,-16,-1,e
-20,-15,-1,e
-19,-15,-1,e
-18,-14,-1,e
-18,-14,-1,e
-18,-15,0,e
-18,-14,0,e
-18,-14,0,e
-18,-15,0,e
-18,-16,0,e
-18,-16,0,e
-18,-16,0,e
-18,-16,0,e
-18,-15,0,e
-18,-15,0,e
-17,-15,-1,e
-18,-16,-1,e
-18,-14,-1,e
-18,-16,0,e
-18,-14,0,e
-18,-16,0,e
-18,-16,0,e
-18,-16,0,e
-17,-16,-1,e
-18,-16,-1,e
-18,-16,0,e
-18,-16,0,e
-17,-15,0,e
-17,-16,0,e
-18,-16,0,e
-18,-16,0,e
-18,-15,-1,e
-18,-15,-1,e
-18,-15,-1,e
-18,-16,-1,e
-18,-16,-1,e
-18,-16,-1,e
-17,-16,-1,e
-16,-16,-1,e
-16,-17,-1,e
-16,-16,-1,e
-16,-17,-1,e
-17,-17,-1,e
-16,-16,-2,e
-16,-17,-1,e
-17,-17,-1,e
-17,-17,0,e
-17,-17,-1,e
-17,-17,-1,e
-16,-18,-1,e
-16,-16,-1,e
-17,-18,-1,e
-18,-18,-2,e
-17,-18,-1,e
-17,-17,-1,e
-18,-17,-1,e
-16,-17,-1,e
-16,-18,-1,e
-17,-18,-1,e
-18,-16,-1,e
-17,-18,-1,e
-16,-18,-1,e
-16,-16,-1,e
-16,-17,-1,e
-16,-17,-1,e
-16,-18,-1,e
-17,-17,-1,e
-18,-17,-1,e
-16,-17,-2,e
-16,-17,-1,e
-15,-17,-1,e
-17,-17,-1,e
-16,-17,-1,e
-16,-17,-2,e
-17,-17,-2,e
-17,-16,-1,e
-15,-17,-1,e
-17,-17,-1,e
-16,-16,-1,e
-16,-15,-2,e
-16,-15,-1,e
-17,-14,-1,e
-15,-15,-1,e
-15,-15,-1,e
-17,-17,-2,e
-17,-15,-2,e
-17,-15,-2,e
-16,-16,-1,e
-15,-16,-1,e
-15,-16,-2,e
-16,-15,-2,e
-15,-15,-1,e
-15,-15,-1,e
-16,-15,-1,e
-15,-16,-2,e
-16,-16,-2,e
-16,-16,-2,e
-17,-16,-2,e
-16,-16,-2,e
-16,-16,-1,e
-17,-16,-1,e
-17,-15,-1,e
-17,-15,-1,e
-17,-15,-1,e
-16,-15,-1,e
-16,-15,-1,e
-15,-15,-1,e
-17,-16,-1,e
-16,-16,-1,e
-17,-17,-2,e
-18,-15,-1,e
-17,-15,-1,e
-18,-15,-1,e
-17,-15,-2,e
-16,-16,-1,e
-18,-16,-1,e
-18,-16,-2,e
-18,-16,-1,e
-18,-17,-1,e
-18,-17,-1,e
-17,-17,-1,e
-17,-17,-1,e
-18,-18,-1,e
-18,-17,-1,e
-18,-17,-1,e|

-18,-16,-1,d
-19,-5,-4,d
-23,-4,-14,d
-22,-4,-13,d
-22,-5,-14,d
-24,-4,-13,d
-24,-4,-14,d
-23,-5,-14,d
-23,-5,-15,d
-24,-5,-15,d
-23,-4,-16,d
-24,-4,-15,d
-24,-5,-15,d
-24,-5,-14,d
-22,-5,-15,d
-22,-4,-15,d
-23,-4,-14,d
-23,-4,-14,d
